section,strategy,metric,value
gradient_leakage,unmasked_adapter_baseline,grad_A.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,unmasked_adapter_baseline,grad_A.stage_7_0_status,trusted_backward_prototype
gradient_leakage,unmasked_adapter_baseline,grad_B.visibility,trusted
gradient_leakage,unmasked_adapter_baseline,grad_B.contains_plaintext,True
gradient_leakage,unmasked_adapter_baseline,grad_B.leakage_risk,low
gradient_leakage,unmasked_adapter_baseline,grad_B.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,unmasked_adapter_baseline,grad_B.stage_7_0_status,trusted_backward_prototype
gradient_leakage,unmasked_adapter_baseline,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,unmasked_adapter_baseline,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,unmasked_adapter_baseline,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,unmasked_adapter_baseline,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,unmasked_adapter_baseline,"optimizer_state (SGD momentum / AdamW m, v).stage_7_0_status",covered
gradient_leakage,unmasked_adapter_baseline,base_weight_W.visibility,public
gradient_leakage,unmasked_adapter_baseline,base_weight_W.contains_plaintext,True
gradient_leakage,unmasked_adapter_baseline,base_weight_W.leakage_risk,low
gradient_leakage,unmasked_adapter_baseline,base_weight_W.mitigation,Public model weight; ΔW = A B does NOT merge into W.
gradient_leakage,unmasked_adapter_baseline,base_weight_W.stage_7_0_status,covered
gradient_leakage,unmasked_adapter_baseline,X_tilde.visibility,gpu
gradient_leakage,unmasked_adapter_baseline,X_tilde.contains_plaintext,False
gradient_leakage,unmasked_adapter_baseline,X_tilde.leakage_risk,low
gradient_leakage,unmasked_adapter_baseline,X_tilde.mitigation,Right-mask + optional pad; fresh N_in per call.
gradient_leakage,unmasked_adapter_baseline,X_tilde.stage_7_0_status,covered
gradient_leakage,unmasked_adapter_baseline,A_tilde / B_tilde.visibility,gpu
gradient_leakage,unmasked_adapter_baseline,A_tilde / B_tilde.contains_plaintext,False
gradient_leakage,unmasked_adapter_baseline,A_tilde / B_tilde.leakage_risk,high
gradient_leakage,unmasked_adapter_baseline,A_tilde / B_tilde.mitigation,U-mask in rank space; fresh U recommended.
gradient_leakage,unmasked_adapter_baseline,A_tilde / B_tilde.stage_7_0_status,covered
gradient_leakage,unmasked_adapter_baseline,Y_tilde.visibility,gpu
gradient_leakage,unmasked_adapter_baseline,Y_tilde.contains_plaintext,False
gradient_leakage,unmasked_adapter_baseline,Y_tilde.leakage_risk,low
gradient_leakage,unmasked_adapter_baseline,Y_tilde.mitigation,Right-mask via N_out; recovered only on trusted side.
gradient_leakage,unmasked_adapter_baseline,Y_tilde.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,private_input_X.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,private_input_X.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,private_input_X.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,private_input_X.mitigation,Right-mask + optional input pad before crossing the boundary.
gradient_leakage,fixed_masks_fixed_u,private_input_X.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,private_target_Y.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,private_target_Y.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,private_target_Y.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,private_target_Y.mitigation,Stays trusted; loss computed inside the trusted side.
gradient_leakage,fixed_masks_fixed_u,private_target_Y.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,adapter_A.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,adapter_A.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,adapter_A.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,adapter_A.mitigation,A_tilde = N_in^{-1} A U; fresh U per call.
gradient_leakage,fixed_masks_fixed_u,adapter_A.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,adapter_B.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,adapter_B.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,adapter_B.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,adapter_B.mitigation,B_tilde = U^{-1} B N_out; fresh U per call.
gradient_leakage,fixed_masks_fixed_u,adapter_B.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,grad_A.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,grad_A.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,grad_A.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,grad_A.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fixed_masks_fixed_u,grad_A.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fixed_masks_fixed_u,grad_B.visibility,trusted
gradient_leakage,fixed_masks_fixed_u,grad_B.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,grad_B.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,grad_B.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fixed_masks_fixed_u,grad_B.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,fixed_masks_fixed_u,"optimizer_state (SGD momentum / AdamW m, v).stage_7_0_status",covered
gradient_leakage,fixed_masks_fixed_u,base_weight_W.visibility,public
gradient_leakage,fixed_masks_fixed_u,base_weight_W.contains_plaintext,True
gradient_leakage,fixed_masks_fixed_u,base_weight_W.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,base_weight_W.mitigation,Public model weight; ΔW = A B does NOT merge into W.
gradient_leakage,fixed_masks_fixed_u,base_weight_W.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,X_tilde.visibility,gpu
gradient_leakage,fixed_masks_fixed_u,X_tilde.contains_plaintext,False
gradient_leakage,fixed_masks_fixed_u,X_tilde.leakage_risk,medium
gradient_leakage,fixed_masks_fixed_u,X_tilde.mitigation,Right-mask + optional pad; fresh N_in per call.
gradient_leakage,fixed_masks_fixed_u,X_tilde.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,A_tilde / B_tilde.visibility,gpu
gradient_leakage,fixed_masks_fixed_u,A_tilde / B_tilde.contains_plaintext,False
gradient_leakage,fixed_masks_fixed_u,A_tilde / B_tilde.leakage_risk,medium
gradient_leakage,fixed_masks_fixed_u,A_tilde / B_tilde.mitigation,U-mask in rank space; fresh U recommended.
gradient_leakage,fixed_masks_fixed_u,A_tilde / B_tilde.stage_7_0_status,covered
gradient_leakage,fixed_masks_fixed_u,Y_tilde.visibility,gpu
gradient_leakage,fixed_masks_fixed_u,Y_tilde.contains_plaintext,False
gradient_leakage,fixed_masks_fixed_u,Y_tilde.leakage_risk,low
gradient_leakage,fixed_masks_fixed_u,Y_tilde.mitigation,Right-mask via N_out; recovered only on trusted side.
gradient_leakage,fixed_masks_fixed_u,Y_tilde.stage_7_0_status,covered
gradient_leakage,fresh_u_only,private_input_X.visibility,trusted
gradient_leakage,fresh_u_only,private_input_X.contains_plaintext,True
gradient_leakage,fresh_u_only,private_input_X.leakage_risk,low
gradient_leakage,fresh_u_only,private_input_X.mitigation,Right-mask + optional input pad before crossing the boundary.
gradient_leakage,fresh_u_only,private_input_X.stage_7_0_status,covered
gradient_leakage,fresh_u_only,private_target_Y.visibility,trusted
gradient_leakage,fresh_u_only,private_target_Y.contains_plaintext,True
gradient_leakage,fresh_u_only,private_target_Y.leakage_risk,low
gradient_leakage,fresh_u_only,private_target_Y.mitigation,Stays trusted; loss computed inside the trusted side.
gradient_leakage,fresh_u_only,private_target_Y.stage_7_0_status,covered
gradient_leakage,fresh_u_only,adapter_A.visibility,trusted
gradient_leakage,fresh_u_only,adapter_A.contains_plaintext,True
gradient_leakage,fresh_u_only,adapter_A.leakage_risk,low
gradient_leakage,fresh_u_only,adapter_A.mitigation,A_tilde = N_in^{-1} A U; fresh U per call.
gradient_leakage,fresh_u_only,adapter_A.stage_7_0_status,covered
gradient_leakage,fresh_u_only,adapter_B.visibility,trusted
gradient_leakage,fresh_u_only,adapter_B.contains_plaintext,True
gradient_leakage,fresh_u_only,adapter_B.leakage_risk,low
gradient_leakage,fresh_u_only,adapter_B.mitigation,B_tilde = U^{-1} B N_out; fresh U per call.
gradient_leakage,fresh_u_only,adapter_B.stage_7_0_status,covered
gradient_leakage,fresh_u_only,grad_A.visibility,trusted
gradient_leakage,fresh_u_only,grad_A.contains_plaintext,True
gradient_leakage,fresh_u_only,grad_A.leakage_risk,low
gradient_leakage,fresh_u_only,grad_A.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fresh_u_only,grad_A.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fresh_u_only,grad_B.visibility,trusted
gradient_leakage,fresh_u_only,grad_B.contains_plaintext,True
gradient_leakage,fresh_u_only,grad_B.leakage_risk,low
gradient_leakage,fresh_u_only,grad_B.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fresh_u_only,grad_B.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,fresh_u_only,"optimizer_state (SGD momentum / AdamW m, v).stage_7_0_status",covered
gradient_leakage,fresh_u_only,base_weight_W.visibility,public
gradient_leakage,fresh_u_only,base_weight_W.contains_plaintext,True
gradient_leakage,fresh_u_only,base_weight_W.leakage_risk,low
gradient_leakage,fresh_u_only,base_weight_W.mitigation,Public model weight; ΔW = A B does NOT merge into W.
gradient_leakage,fresh_u_only,base_weight_W.stage_7_0_status,covered
gradient_leakage,fresh_u_only,X_tilde.visibility,gpu
gradient_leakage,fresh_u_only,X_tilde.contains_plaintext,False
gradient_leakage,fresh_u_only,X_tilde.leakage_risk,low
gradient_leakage,fresh_u_only,X_tilde.mitigation,Right-mask + optional pad; fresh N_in per call.
gradient_leakage,fresh_u_only,X_tilde.stage_7_0_status,covered
gradient_leakage,fresh_u_only,A_tilde / B_tilde.visibility,gpu
gradient_leakage,fresh_u_only,A_tilde / B_tilde.contains_plaintext,False
gradient_leakage,fresh_u_only,A_tilde / B_tilde.leakage_risk,medium
gradient_leakage,fresh_u_only,A_tilde / B_tilde.mitigation,U-mask in rank space; fresh U recommended.
gradient_leakage,fresh_u_only,A_tilde / B_tilde.stage_7_0_status,covered
gradient_leakage,fresh_u_only,Y_tilde.visibility,gpu
gradient_leakage,fresh_u_only,Y_tilde.contains_plaintext,False
gradient_leakage,fresh_u_only,Y_tilde.leakage_risk,low
gradient_leakage,fresh_u_only,Y_tilde.mitigation,Right-mask via N_out; recovered only on trusted side.
gradient_leakage,fresh_u_only,Y_tilde.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,private_input_X.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,private_input_X.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,private_input_X.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,private_input_X.mitigation,Right-mask + optional input pad before crossing the boundary.
gradient_leakage,fresh_masks_fresh_u,private_input_X.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,private_target_Y.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,private_target_Y.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,private_target_Y.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,private_target_Y.mitigation,Stays trusted; loss computed inside the trusted side.
gradient_leakage,fresh_masks_fresh_u,private_target_Y.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,adapter_A.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,adapter_A.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,adapter_A.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,adapter_A.mitigation,A_tilde = N_in^{-1} A U; fresh U per call.
gradient_leakage,fresh_masks_fresh_u,adapter_A.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,adapter_B.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,adapter_B.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,adapter_B.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,adapter_B.mitigation,B_tilde = U^{-1} B N_out; fresh U per call.
gradient_leakage,fresh_masks_fresh_u,adapter_B.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,grad_A.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,grad_A.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,grad_A.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,grad_A.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fresh_masks_fresh_u,grad_A.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fresh_masks_fresh_u,grad_B.visibility,trusted
gradient_leakage,fresh_masks_fresh_u,grad_B.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,grad_B.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,grad_B.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fresh_masks_fresh_u,grad_B.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).contains_plaintext",True
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).leakage_risk",low
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).mitigation",Trusted-only; never exported to JSON/CSV/Markdown.
gradient_leakage,fresh_masks_fresh_u,"optimizer_state (SGD momentum / AdamW m, v).stage_7_0_status",covered
gradient_leakage,fresh_masks_fresh_u,base_weight_W.visibility,public
gradient_leakage,fresh_masks_fresh_u,base_weight_W.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u,base_weight_W.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,base_weight_W.mitigation,Public model weight; ΔW = A B does NOT merge into W.
gradient_leakage,fresh_masks_fresh_u,base_weight_W.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,X_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u,X_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u,X_tilde.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,X_tilde.mitigation,Right-mask + optional pad; fresh N_in per call.
gradient_leakage,fresh_masks_fresh_u,X_tilde.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,A_tilde / B_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u,A_tilde / B_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u,A_tilde / B_tilde.leakage_risk,medium
gradient_leakage,fresh_masks_fresh_u,A_tilde / B_tilde.mitigation,U-mask in rank space; fresh U recommended.
gradient_leakage,fresh_masks_fresh_u,A_tilde / B_tilde.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u,Y_tilde.visibility,gpu
gradient_leakage,fresh_masks_fresh_u,Y_tilde.contains_plaintext,False
gradient_leakage,fresh_masks_fresh_u,Y_tilde.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u,Y_tilde.mitigation,Right-mask via N_out; recovered only on trusted side.
gradient_leakage,fresh_masks_fresh_u,Y_tilde.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,private_input_X.visibility,trusted
gradient_leakage,fresh_masks_fresh_u_with_pad,private_input_X.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,private_input_X.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,private_input_X.mitigation,Right-mask + optional input pad before crossing the boundary.
gradient_leakage,fresh_masks_fresh_u_with_pad,private_input_X.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,private_target_Y.visibility,trusted
gradient_leakage,fresh_masks_fresh_u_with_pad,private_target_Y.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,private_target_Y.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,private_target_Y.mitigation,Stays trusted; loss computed inside the trusted side.
gradient_leakage,fresh_masks_fresh_u_with_pad,private_target_Y.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_A.visibility,trusted
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_A.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_A.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_A.mitigation,A_tilde = N_in^{-1} A U; fresh U per call.
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_A.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_B.visibility,trusted
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_B.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_B.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_B.mitigation,B_tilde = U^{-1} B N_out; fresh U per call.
gradient_leakage,fresh_masks_fresh_u_with_pad,adapter_B.stage_7_0_status,covered
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_A.visibility,trusted
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_A.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_A.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_A.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_A.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_B.visibility,trusted
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_B.contains_plaintext,True
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_B.leakage_risk,low
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_B.mitigation,Backward remains trusted in Stage 7.0; gradient never crosses the boundary.
gradient_leakage,fresh_masks_fresh_u_with_pad,grad_B.stage_7_0_status,trusted_backward_prototype
gradient_leakage,fresh_masks_fresh_u_with_pad,"optimizer_state (SGD momentum / AdamW m, v).visibility",trusted
