section,scope,layer,module,metric,value,notes
per_layer_metrics,layer_0.q_proj,0,q_proj,max_dummy_contribution_norm,2.7397312812083328e-15,
per_layer_metrics,layer_0.q_proj,0,q_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_0.q_proj,0,q_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_0.q_proj,0,q_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.q_proj,0,q_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.q_proj,0,q_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.q_proj,0,q_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.q_proj,0,q_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.q_proj,0,q_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_0.k_proj,0,k_proj,true_rank,4,
per_layer_metrics,layer_0.k_proj,0,k_proj,padded_rank,8,
per_layer_metrics,layer_0.k_proj,0,k_proj,forward_max_abs_err,6.661338147750939e-15,
per_layer_metrics,layer_0.k_proj,0,k_proj,grad_a_real_max_abs_err,6.767589960654519e-16,
per_layer_metrics,layer_0.k_proj,0,k_proj,grad_b_real_max_abs_err,2.858824288409778e-15,
per_layer_metrics,layer_0.k_proj,0,k_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_0.k_proj,0,k_proj,update_b_max_abs_err,4.85722573273506e-17,
per_layer_metrics,layer_0.k_proj,0,k_proj,max_dummy_contribution_norm,2.2099983440345446e-15,
per_layer_metrics,layer_0.k_proj,0,k_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_0.k_proj,0,k_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_0.k_proj,0,k_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.k_proj,0,k_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.k_proj,0,k_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.k_proj,0,k_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.k_proj,0,k_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.k_proj,0,k_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_0.v_proj,0,v_proj,true_rank,4,
per_layer_metrics,layer_0.v_proj,0,v_proj,padded_rank,8,
per_layer_metrics,layer_0.v_proj,0,v_proj,forward_max_abs_err,1.04638520070921e-14,
per_layer_metrics,layer_0.v_proj,0,v_proj,grad_a_real_max_abs_err,4.692427002517263e-16,
per_layer_metrics,layer_0.v_proj,0,v_proj,grad_b_real_max_abs_err,2.4424906541753444e-15,
per_layer_metrics,layer_0.v_proj,0,v_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_0.v_proj,0,v_proj,update_b_max_abs_err,3.0357660829594124e-17,
per_layer_metrics,layer_0.v_proj,0,v_proj,max_dummy_contribution_norm,2.178381147109488e-15,
per_layer_metrics,layer_0.v_proj,0,v_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_0.v_proj,0,v_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_0.v_proj,0,v_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.v_proj,0,v_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.v_proj,0,v_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.v_proj,0,v_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.v_proj,0,v_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.v_proj,0,v_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_0.o_proj,0,o_proj,true_rank,4,
per_layer_metrics,layer_0.o_proj,0,o_proj,padded_rank,8,
per_layer_metrics,layer_0.o_proj,0,o_proj,forward_max_abs_err,9.71445146547012e-15,
per_layer_metrics,layer_0.o_proj,0,o_proj,grad_a_real_max_abs_err,1.8446615762668372e-15,
per_layer_metrics,layer_0.o_proj,0,o_proj,grad_b_real_max_abs_err,2.581268532253489e-15,
per_layer_metrics,layer_0.o_proj,0,o_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_0.o_proj,0,o_proj,update_b_max_abs_err,3.838075690598686e-17,
per_layer_metrics,layer_0.o_proj,0,o_proj,max_dummy_contribution_norm,2.2518749135622505e-15,
per_layer_metrics,layer_0.o_proj,0,o_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_0.o_proj,0,o_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_0.o_proj,0,o_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.o_proj,0,o_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.o_proj,0,o_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.o_proj,0,o_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.o_proj,0,o_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.o_proj,0,o_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,true_rank,4,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,padded_rank,8,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,forward_max_abs_err,1.0103029524088925e-14,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,grad_a_real_max_abs_err,6.140921104957897e-16,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,grad_b_real_max_abs_err,2.4077961846558082e-15,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,update_b_max_abs_err,3.382710778154774e-17,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,max_dummy_contribution_norm,3.0927102500057812e-15,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,trainable_adapter_shape_b,4|64,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.gate_proj,0,gate_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_0.up_proj,0,up_proj,true_rank,4,
per_layer_metrics,layer_0.up_proj,0,up_proj,padded_rank,8,
per_layer_metrics,layer_0.up_proj,0,up_proj,forward_max_abs_err,1.1102230246251565e-14,
per_layer_metrics,layer_0.up_proj,0,up_proj,grad_a_real_max_abs_err,1.3638450178238282e-15,
per_layer_metrics,layer_0.up_proj,0,up_proj,grad_b_real_max_abs_err,3.3861802251067274e-15,
per_layer_metrics,layer_0.up_proj,0,up_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_0.up_proj,0,up_proj,update_b_max_abs_err,6.938893903907228e-17,
per_layer_metrics,layer_0.up_proj,0,up_proj,max_dummy_contribution_norm,3.5634104732823484e-15,
per_layer_metrics,layer_0.up_proj,0,up_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_0.up_proj,0,up_proj,trainable_adapter_shape_b,4|64,
per_layer_metrics,layer_0.up_proj,0,up_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.up_proj,0,up_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.up_proj,0,up_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.up_proj,0,up_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.up_proj,0,up_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.up_proj,0,up_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_0.down_proj,0,down_proj,true_rank,4,
per_layer_metrics,layer_0.down_proj,0,down_proj,padded_rank,8,
per_layer_metrics,layer_0.down_proj,0,down_proj,forward_max_abs_err,1.659783421814609e-14,
per_layer_metrics,layer_0.down_proj,0,down_proj,grad_a_real_max_abs_err,1.407728100755179e-15,
per_layer_metrics,layer_0.down_proj,0,down_proj,grad_b_real_max_abs_err,3.497202527569243e-15,
per_layer_metrics,layer_0.down_proj,0,down_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_0.down_proj,0,down_proj,update_b_max_abs_err,4.683753385137379e-17,
per_layer_metrics,layer_0.down_proj,0,down_proj,max_dummy_contribution_norm,3.3104404696631143e-15,
per_layer_metrics,layer_0.down_proj,0,down_proj,trainable_adapter_shape_a,64|4,
per_layer_metrics,layer_0.down_proj,0,down_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_0.down_proj,0,down_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_0.down_proj,0,down_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_0.down_proj,0,down_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_0.down_proj,0,down_proj,padded_rank_visible,True,
per_layer_metrics,layer_0.down_proj,0,down_proj,dummy_update_applied,False,
per_layer_metrics,layer_0.down_proj,0,down_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.q_proj,1,q_proj,true_rank,4,
per_layer_metrics,layer_1.q_proj,1,q_proj,padded_rank,8,
per_layer_metrics,layer_1.q_proj,1,q_proj,forward_max_abs_err,2.5757174171303632e-14,
per_layer_metrics,layer_1.q_proj,1,q_proj,grad_a_real_max_abs_err,4.581838380923742e-16,
per_layer_metrics,layer_1.q_proj,1,q_proj,grad_b_real_max_abs_err,2.7087707077377843e-15,
per_layer_metrics,layer_1.q_proj,1,q_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_1.q_proj,1,q_proj,update_b_max_abs_err,4.597017211338539e-17,
per_layer_metrics,layer_1.q_proj,1,q_proj,max_dummy_contribution_norm,2.299676764749932e-15,
per_layer_metrics,layer_1.q_proj,1,q_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_1.q_proj,1,q_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_1.q_proj,1,q_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.q_proj,1,q_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.q_proj,1,q_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.q_proj,1,q_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.q_proj,1,q_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.q_proj,1,q_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.k_proj,1,k_proj,true_rank,4,
per_layer_metrics,layer_1.k_proj,1,k_proj,padded_rank,8,
per_layer_metrics,layer_1.k_proj,1,k_proj,forward_max_abs_err,2.220446049250313e-14,
per_layer_metrics,layer_1.k_proj,1,k_proj,grad_a_real_max_abs_err,6.713379852030243e-16,
per_layer_metrics,layer_1.k_proj,1,k_proj,grad_b_real_max_abs_err,3.219646771412954e-15,
per_layer_metrics,layer_1.k_proj,1,k_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_1.k_proj,1,k_proj,update_b_max_abs_err,5.767955557622884e-17,
per_layer_metrics,layer_1.k_proj,1,k_proj,max_dummy_contribution_norm,2.413840539601854e-15,
per_layer_metrics,layer_1.k_proj,1,k_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_1.k_proj,1,k_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_1.k_proj,1,k_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.k_proj,1,k_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.k_proj,1,k_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.k_proj,1,k_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.k_proj,1,k_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.k_proj,1,k_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.v_proj,1,v_proj,true_rank,4,
per_layer_metrics,layer_1.v_proj,1,v_proj,padded_rank,8,
per_layer_metrics,layer_1.v_proj,1,v_proj,forward_max_abs_err,2.4868995751603507e-14,
per_layer_metrics,layer_1.v_proj,1,v_proj,grad_a_real_max_abs_err,1.1405806854547507e-15,
per_layer_metrics,layer_1.v_proj,1,v_proj,grad_b_real_max_abs_err,2.095545958979983e-15,
per_layer_metrics,layer_1.v_proj,1,v_proj,update_a_max_abs_err,2.7755575615628914e-17,
per_layer_metrics,layer_1.v_proj,1,v_proj,update_b_max_abs_err,3.3528952184114225e-17,
per_layer_metrics,layer_1.v_proj,1,v_proj,max_dummy_contribution_norm,2.183405569334994e-15,
per_layer_metrics,layer_1.v_proj,1,v_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_1.v_proj,1,v_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_1.v_proj,1,v_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.v_proj,1,v_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.v_proj,1,v_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.v_proj,1,v_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.v_proj,1,v_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.v_proj,1,v_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.o_proj,1,o_proj,true_rank,4,
per_layer_metrics,layer_1.o_proj,1,o_proj,padded_rank,8,
per_layer_metrics,layer_1.o_proj,1,o_proj,forward_max_abs_err,5.417888360170764e-14,
per_layer_metrics,layer_1.o_proj,1,o_proj,grad_a_real_max_abs_err,7.428953285870676e-16,
per_layer_metrics,layer_1.o_proj,1,o_proj,grad_b_real_max_abs_err,2.8033131371785203e-15,
per_layer_metrics,layer_1.o_proj,1,o_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_1.o_proj,1,o_proj,update_b_max_abs_err,4.5102810375396984e-17,
per_layer_metrics,layer_1.o_proj,1,o_proj,max_dummy_contribution_norm,2.530533029786953e-15,
per_layer_metrics,layer_1.o_proj,1,o_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_1.o_proj,1,o_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_1.o_proj,1,o_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.o_proj,1,o_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.o_proj,1,o_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.o_proj,1,o_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.o_proj,1,o_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.o_proj,1,o_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,true_rank,4,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,padded_rank,8,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,forward_max_abs_err,5.950795411990839e-14,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,grad_a_real_max_abs_err,6.256049823148702e-16,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,grad_b_real_max_abs_err,1.9984014443252818e-15,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,update_a_max_abs_err,5.551115123125783e-17,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,update_b_max_abs_err,3.469446951953614e-17,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,max_dummy_contribution_norm,3.57572595327284e-15,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,trainable_adapter_shape_b,4|64,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.gate_proj,1,gate_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.up_proj,1,up_proj,true_rank,4,
per_layer_metrics,layer_1.up_proj,1,up_proj,padded_rank,8,
per_layer_metrics,layer_1.up_proj,1,up_proj,forward_max_abs_err,4.4853010194856324e-14,
per_layer_metrics,layer_1.up_proj,1,up_proj,grad_a_real_max_abs_err,5.182486384480711e-16,
per_layer_metrics,layer_1.up_proj,1,up_proj,grad_b_real_max_abs_err,1.7763568394002505e-15,
per_layer_metrics,layer_1.up_proj,1,up_proj,update_a_max_abs_err,2.7755575615628914e-17,
per_layer_metrics,layer_1.up_proj,1,up_proj,update_b_max_abs_err,2.3418766925686896e-17,
per_layer_metrics,layer_1.up_proj,1,up_proj,max_dummy_contribution_norm,2.9140707063530537e-15,
per_layer_metrics,layer_1.up_proj,1,up_proj,trainable_adapter_shape_a,32|4,
per_layer_metrics,layer_1.up_proj,1,up_proj,trainable_adapter_shape_b,4|64,
per_layer_metrics,layer_1.up_proj,1,up_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.up_proj,1,up_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.up_proj,1,up_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.up_proj,1,up_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.up_proj,1,up_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.up_proj,1,up_proj,optimizer_state_contains_dummy,False,
per_layer_metrics,layer_1.down_proj,1,down_proj,true_rank,4,
per_layer_metrics,layer_1.down_proj,1,down_proj,padded_rank,8,
per_layer_metrics,layer_1.down_proj,1,down_proj,forward_max_abs_err,9.814371537686384e-14,
per_layer_metrics,layer_1.down_proj,1,down_proj,grad_a_real_max_abs_err,3.4342103813478353e-16,
per_layer_metrics,layer_1.down_proj,1,down_proj,grad_b_real_max_abs_err,1.790234627208065e-15,
per_layer_metrics,layer_1.down_proj,1,down_proj,update_a_max_abs_err,2.7755575615628914e-17,
per_layer_metrics,layer_1.down_proj,1,down_proj,update_b_max_abs_err,2.688821387764051e-17,
per_layer_metrics,layer_1.down_proj,1,down_proj,max_dummy_contribution_norm,3.565276306643763e-15,
per_layer_metrics,layer_1.down_proj,1,down_proj,trainable_adapter_shape_a,64|4,
per_layer_metrics,layer_1.down_proj,1,down_proj,trainable_adapter_shape_b,4|32,
per_layer_metrics,layer_1.down_proj,1,down_proj,visible_rank_from_a_shape,8,
per_layer_metrics,layer_1.down_proj,1,down_proj,visible_rank_from_b_shape,8,
per_layer_metrics,layer_1.down_proj,1,down_proj,true_rank_hidden_from_shape,True,
per_layer_metrics,layer_1.down_proj,1,down_proj,padded_rank_visible,True,
per_layer_metrics,layer_1.down_proj,1,down_proj,dummy_update_applied,False,
per_layer_metrics,layer_1.down_proj,1,down_proj,optimizer_state_contains_dummy,False,
optimizer_summary,trusted,n/a,n/a,location,trusted,
optimizer_summary,trusted,n/a,n/a,optimizer,sgd,
optimizer_summary,trusted,n/a,n/a,lr,0.01,
optimizer_summary,trusted,n/a,n/a,weight_decay,0.0,
optimizer_summary,trusted,n/a,n/a,any_optimizer_state_contains_dummy,False,
optimizer_summary,trusted,n/a,n/a,any_dummy_update_applied,False,
optimizer_summary,trusted,n/a,n/a,note,Optimizer state and trainable adapters are sized to true_rank for every LoRA module. The dummy slice is re-sampled per step and never enters the optimizer.,
rank_padding_summary,n/a,n/a,n/a,dummy_strategy_requested,paired_cancellation_dummy,
rank_padding_summary,n/a,n/a,n/a,true_rank,4,
rank_padding_summary,n/a,n/a,n/a,padded_rank,8,
rank_padding_summary,n/a,n/a,n/a,lora_targets,q_proj|k_proj|v_proj|o_proj|gate_proj|up_proj|down_proj,
rank_padding_summary,n/a,n/a,n/a,num_lora_modules,14,
rank_padding_summary,n/a,n/a,n/a,true_rank_hidden_from_shape,True,
rank_padding_summary,n/a,n/a,n/a,padded_rank_visible,True,
