section,attack,strategy,metric,value,notes
cross_layer_adapter_linkage,cross_layer_linkage,fresh_masks_independent_u,different_module_similarity,0.1351652913187576,
cross_layer_adapter_linkage,cross_layer_linkage,fresh_masks_independent_u,risk_level,medium,
cross_layer_adapter_linkage,cross_layer_linkage,rank_padding_full_bundle,layer_linkability_auc,0.6294593032525511,
cross_layer_adapter_linkage,cross_layer_linkage,rank_padding_full_bundle,module_identity_retrieval_top1,0.3236607142857143,
cross_layer_adapter_linkage,cross_layer_linkage,rank_padding_full_bundle,same_module_similarity,1.2227436160322978,
cross_layer_adapter_linkage,cross_layer_linkage,rank_padding_full_bundle,different_module_similarity,2.4253029844161724,
cross_layer_adapter_linkage,cross_layer_linkage,rank_padding_full_bundle,risk_level,medium,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.q_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.k_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.v_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.o_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,true_rank,4,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.gate_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,true_rank,4,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.up_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,true_rank,4,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_0.down_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.q_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.k_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.v_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,true_rank,2,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.o_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,true_rank,4,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.gate_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,true_rank,4,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.up_proj,risk_level,needs_more_evaluation,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,true_rank,4,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,padded_rank,8,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,visible_rank_from_shape,8,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,true_rank_shape_hidden_rate,1.0,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,spectral_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,gradient_rank_inference_accuracy,0.0,
heterogeneous_true_rank,rank_inference,layer_1.down_proj,risk_level,needs_more_evaluation,
multi_step_membership,membership_linkability,q_proj,same_sample_distance_mean,323.50500550476283,
multi_step_membership,membership_linkability,q_proj,different_sample_distance_mean,323.284065182747,
multi_step_membership,membership_linkability,q_proj,membership_auc_proxy,0.4979020414750262,
multi_step_membership,membership_linkability,q_proj,linkability_rank,0.004195917049947595,
multi_step_membership,membership_linkability,q_proj,risk_level,low,
multi_step_membership,membership_linkability,k_proj,same_sample_distance_mean,302.9104109556845,
multi_step_membership,membership_linkability,k_proj,different_sample_distance_mean,303.8991665442282,
multi_step_membership,membership_linkability,k_proj,membership_auc_proxy,0.5088860647139514,
multi_step_membership,membership_linkability,k_proj,linkability_rank,0.01777212942790274,
multi_step_membership,membership_linkability,k_proj,risk_level,low,
multi_step_membership,membership_linkability,v_proj,same_sample_distance_mean,330.10154498120755,
multi_step_membership,membership_linkability,v_proj,different_sample_distance_mean,328.94676160825315,
multi_step_membership,membership_linkability,v_proj,membership_auc_proxy,0.48694827725328815,
multi_step_membership,membership_linkability,v_proj,linkability_rank,0.026103445493423694,
multi_step_membership,membership_linkability,v_proj,risk_level,low,
multi_step_membership,membership_linkability,o_proj,same_sample_distance_mean,296.51648057683775,
multi_step_membership,membership_linkability,o_proj,different_sample_distance_mean,296.32523862971675,
multi_step_membership,membership_linkability,o_proj,membership_auc_proxy,0.5083716614217704,
multi_step_membership,membership_linkability,o_proj,linkability_rank,0.016743322843540742,
multi_step_membership,membership_linkability,o_proj,risk_level,low,
multi_step_membership,membership_linkability,gate_proj,same_sample_distance_mean,462.2072806351727,
multi_step_membership,membership_linkability,gate_proj,different_sample_distance_mean,463.0485465749121,
multi_step_membership,membership_linkability,gate_proj,membership_auc_proxy,0.5049423061405632,
multi_step_membership,membership_linkability,gate_proj,linkability_rank,0.00988461228112647,
multi_step_membership,membership_linkability,gate_proj,risk_level,low,
multi_step_membership,membership_linkability,up_proj,same_sample_distance_mean,448.8887688010868,
multi_step_membership,membership_linkability,up_proj,different_sample_distance_mean,448.26662523977,
multi_step_membership,membership_linkability,up_proj,membership_auc_proxy,0.4966311627531671,
multi_step_membership,membership_linkability,up_proj,linkability_rank,0.006737674493665802,
multi_step_membership,membership_linkability,up_proj,risk_level,low,
multi_step_membership,membership_linkability,down_proj,same_sample_distance_mean,449.78000606826123,
multi_step_membership,membership_linkability,down_proj,different_sample_distance_mean,450.03056574363075,
multi_step_membership,membership_linkability,down_proj,membership_auc_proxy,0.5005244896312434,
multi_step_membership,membership_linkability,down_proj,linkability_rank,0.0010489792624868155,
multi_step_membership,membership_linkability,down_proj,risk_level,low,
multi_step_membership,membership_linkability,aggregate,mean_membership_auc_proxy,0.5006008576270015,
multi_step_membership,membership_linkability,aggregate,adapter_update_linkability,0.001201715254002922,
interpretation,summary,summary,shape_level_summary,true_rank is hidden from tensor shape across all modules when padded_rank is shared; padded_rank itself remains visible.,
interpretation,summary,summary,cross_layer_linkage_summary,Cross-layer linkage risk under multi-layer strategies is **high** (worst-case).,
interpretation,summary,summary,heterogeneous_rank_summary,Heterogeneous true_rank with shared padded_rank inference risk under dummy_strategy='paired_cancellation_dummy' is **needs_more_evaluation**.,
interpretation,summary,summary,true_rank_shape_hidden_rate,1.0,
interpretation,summary,summary,padded_rank_visibility_note,padded_rank is still visible across modules; hiding it is out of Stage 7.3 scope.,
interpretation,summary,summary,merge_adapter_into_w,False,
