section,attack,strategy,metric,value,notes
leakage_tasks_off,true_rank,constant_time_off,classification_accuracy,0.3355034722222222,
leakage_tasks_off,true_rank,constant_time_off,random_chance_baseline,0.3333333333333333,
leakage_tasks_off,true_rank,constant_time_off,bucket_separation,0.0015173984369842132,
leakage_tasks_off,true_rank,constant_time_off,risk_level,low,
leakage_tasks_off,padded_rank,constant_time_off,classification_accuracy,0.4973958333333333,
leakage_tasks_off,padded_rank,constant_time_off,random_chance_baseline,0.5,
leakage_tasks_off,padded_rank,constant_time_off,bucket_separation,0.003350094440587942,
leakage_tasks_off,padded_rank,constant_time_off,risk_level,low,
leakage_tasks_off,num_modules,constant_time_off,classification_accuracy,1.0,
leakage_tasks_off,num_modules,constant_time_off,random_chance_baseline,0.25,
leakage_tasks_off,num_modules,constant_time_off,bucket_separation,1.539390070160283,
leakage_tasks_off,num_modules,constant_time_off,risk_level,high,
leakage_tasks_off,optimizer,constant_time_off,classification_accuracy,0.5069444444444444,
leakage_tasks_off,optimizer,constant_time_off,random_chance_baseline,0.5,
leakage_tasks_off,optimizer,constant_time_off,bucket_separation,0.001799997096506059,
leakage_tasks_off,optimizer,constant_time_off,risk_level,low,
leakage_tasks_off,rank_padding_on,constant_time_off,classification_accuracy,0.625,
leakage_tasks_off,rank_padding_on,constant_time_off,random_chance_baseline,0.5,
leakage_tasks_off,rank_padding_on,constant_time_off,bucket_separation,0.49923132471572934,
leakage_tasks_off,rank_padding_on,constant_time_off,risk_level,low,
leakage_tasks_off,dummy_strategy,constant_time_off,classification_accuracy,0.5720486111111112,
leakage_tasks_off,dummy_strategy,constant_time_off,random_chance_baseline,0.5,
leakage_tasks_off,dummy_strategy,constant_time_off,bucket_separation,0.10662335409716976,
leakage_tasks_off,dummy_strategy,constant_time_off,risk_level,low,
leakage_tasks_proxy_equalized,batch_size,constant_time_proxy_equalized,classification_accuracy,0.2595486111111111,
leakage_tasks_proxy_equalized,batch_size,constant_time_proxy_equalized,random_chance_baseline,0.25,
leakage_tasks_proxy_equalized,batch_size,constant_time_proxy_equalized,bucket_separation,0.004028206803853305,
leakage_tasks_proxy_equalized,batch_size,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,seq_len,constant_time_proxy_equalized,classification_accuracy,0.3448350694444444,
leakage_tasks_proxy_equalized,seq_len,constant_time_proxy_equalized,random_chance_baseline,0.3333333333333333,
leakage_tasks_proxy_equalized,seq_len,constant_time_proxy_equalized,bucket_separation,0.004527977958270693,
leakage_tasks_proxy_equalized,seq_len,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,true_rank,constant_time_proxy_equalized,classification_accuracy,0.3385416666666667,
leakage_tasks_proxy_equalized,true_rank,constant_time_proxy_equalized,random_chance_baseline,0.3333333333333333,
leakage_tasks_proxy_equalized,true_rank,constant_time_proxy_equalized,bucket_separation,0.002431779679783769,
leakage_tasks_proxy_equalized,true_rank,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,padded_rank,constant_time_proxy_equalized,classification_accuracy,0.5123697916666666,
leakage_tasks_proxy_equalized,padded_rank,constant_time_proxy_equalized,random_chance_baseline,0.5,
leakage_tasks_proxy_equalized,padded_rank,constant_time_proxy_equalized,bucket_separation,0.0018113624992845531,
leakage_tasks_proxy_equalized,padded_rank,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,num_modules,constant_time_proxy_equalized,classification_accuracy,0.255859375,
leakage_tasks_proxy_equalized,num_modules,constant_time_proxy_equalized,random_chance_baseline,0.25,
leakage_tasks_proxy_equalized,num_modules,constant_time_proxy_equalized,bucket_separation,0.00220538262341308,
leakage_tasks_proxy_equalized,num_modules,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,optimizer,constant_time_proxy_equalized,classification_accuracy,0.4993489583333333,
leakage_tasks_proxy_equalized,optimizer,constant_time_proxy_equalized,random_chance_baseline,0.5,
leakage_tasks_proxy_equalized,optimizer,constant_time_proxy_equalized,bucket_separation,8.129360190180874e-05,
leakage_tasks_proxy_equalized,optimizer,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,rank_padding_on,constant_time_proxy_equalized,classification_accuracy,0.5060763888888888,
leakage_tasks_proxy_equalized,rank_padding_on,constant_time_proxy_equalized,random_chance_baseline,0.5,
leakage_tasks_proxy_equalized,rank_padding_on,constant_time_proxy_equalized,bucket_separation,0.0011868722465878992,
leakage_tasks_proxy_equalized,rank_padding_on,constant_time_proxy_equalized,risk_level,low,
leakage_tasks_proxy_equalized,dummy_strategy,constant_time_proxy_equalized,classification_accuracy,0.5011935763888888,
leakage_tasks_proxy_equalized,dummy_strategy,constant_time_proxy_equalized,random_chance_baseline,0.5,
leakage_tasks_proxy_equalized,dummy_strategy,constant_time_proxy_equalized,bucket_separation,8.272453728732801e-06,
leakage_tasks_proxy_equalized,dummy_strategy,constant_time_proxy_equalized,risk_level,low,
constant_time_training_proxy,n/a,proxy_equalized,did_actually_sleep,False,proxy_equalized pads every step to the upper-bucket latency; we never invoke real sleep / runtime gating.
constant_time_training_proxy,upper_bucket,n/a,upper_batch_size,8,
constant_time_training_proxy,upper_bucket,n/a,upper_seq_len,16,
constant_time_training_proxy,upper_bucket,n/a,upper_padded_rank,16,
constant_time_training_proxy,upper_bucket,n/a,upper_num_modules,14,
constant_time_training_proxy,upper_bucket,n/a,upper_optimizer,adamw,
constant_time_training_proxy,upper_bucket,n/a,upper_latency_ms,1.3632453119999999,
overhead_proxy,n/a,n/a,mean_native_latency_ms,0.678898432,
overhead_proxy,n/a,n/a,upper_latency_ms,1.3632453119999999,
overhead_proxy,n/a,n/a,overhead_ratio,1.008025424339174,
overhead_proxy,n/a,n/a,overhead_pct,100.8025424339174,
overhead_proxy,n/a,n/a,note,"Proxy estimate; no real wall-clock measurement. The equalization pads every step to the upper bucket latency across sensitive dimensions, so the overhead is the maximum of the original variance.",
summary,summary,summary,max_classification_accuracy_off,1.0,
summary,summary,summary,max_classification_accuracy_proxy_equalized,0.5123697916666666,
summary,summary,summary,leakage_reduction_after_equalization,0.48763020833333337,
summary,leakage_summary_off,batch_size,accuracy,0.2588975694444444,
summary,leakage_summary_off,seq_len,accuracy,0.3404947916666667,
summary,leakage_summary_off,true_rank,accuracy,0.3355034722222222,
summary,leakage_summary_off,padded_rank,accuracy,0.4973958333333333,
summary,leakage_summary_off,num_modules,accuracy,1.0,
summary,leakage_summary_off,optimizer,accuracy,0.5069444444444444,
summary,leakage_summary_off,rank_padding_on,accuracy,0.625,
summary,leakage_summary_off,dummy_strategy,accuracy,0.5720486111111112,
summary,leakage_summary_proxy_equalized,batch_size,accuracy,0.2595486111111111,
summary,leakage_summary_proxy_equalized,seq_len,accuracy,0.3448350694444444,
summary,leakage_summary_proxy_equalized,true_rank,accuracy,0.3385416666666667,
summary,leakage_summary_proxy_equalized,padded_rank,accuracy,0.5123697916666666,
summary,leakage_summary_proxy_equalized,num_modules,accuracy,0.255859375,
summary,leakage_summary_proxy_equalized,optimizer,accuracy,0.4993489583333333,
summary,leakage_summary_proxy_equalized,rank_padding_on,accuracy,0.5060763888888888,
summary,leakage_summary_proxy_equalized,dummy_strategy,accuracy,0.5011935763888888,
